,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Sortino,Alpha,Sd,Beta,Sharpe,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr,Score,fund_score,rank,composite_score,Rank
703,Sundaram Multi Cap Fund,0,5000,0.79,₹143Cr,5,Rohit Seksaria,3.46,0.55,15.69,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.6,1.6,8.9,2.1885,0.25561830411326325,418.0,0.37486569116255347,505.0
704,Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,₹52Cr,10,Rohit Seksaria,2.51,-0.45,16.99,0.98,1.27,6,Sundaram Mutual Fund,2,Other,Index Funds,-3.1,-3.1,8.2,2.0024999999999995,0.2348109463303776,545.0,0.37394385279131137,515.0
705,Sundaram Overnight Fund,1000,5000,0.07,"₹1,006Cr",4,Sandeep Agarwal,-0.3,0.6,0.35,0.46,-0.05,2,Sundaram Mutual Fund,2,Debt,Overnight Mutual Funds,5.4,5.4,8.9,3.036,0.20412054674273977,719.0,0.39030707878717613,395.0
706,Sundaram Services Fund,750,100,0.93,"₹2,272Cr",5,Rohit Seksaria,3.44,4.81,16.55,0.92,1.6,6,Sundaram Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.2,3.2,8.9,3.032,0.27773856045217793,280.0,0.37900195462615655,476.0
707,Sundaram Short Duration Fund,2000,5000,0.28,₹200Cr,10,Dwijendra Srivastava,2.28,2.16,4.82,-1.49,0.86,2,Sundaram Mutual Fund,5,Debt,Short Duration Funds,4.8,4.8,4.8,2.6135,0.2183291563703556,649.0,0.3727263659799269,523.0
708,Sundaram Small Cap Fund,250,100,1.01,"₹1,962Cr",10,Ravi Gopalakrishnan,3.47,6.06,18.08,0.83,1.88,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,1.6,9.3,3.6819999999999995,0.2914370135800574,194.0,0.3798576157467532,468.0
709,Sundaram Tax Savings Fund,500,500,1.76,₹930Cr,10,Sudhir Kedia,3.24,1.74,15.82,0.92,1.48,6,Sundaram Mutual Fund,3,Equity,Elss Mutual Funds,1.2,1.2,9.9,3.1390000000000002,0.2466409711854528,475.0,0.3136243045923916,765.0
710,Sundaram Ultra Short Duration Fund,2000,1000,0.17,"₹1,412Cr",10,Sandeep Agarwal,4.75,2.16,0.46,0.99,1.85,3,Sundaram Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,5.7,4.5,2.521,0.26784709600271606,339.0,0.4156429037688192,203.0
711,Tata Arbitrage Fund,150,5000,0.28,"₹5,925Cr",4,Sailesh Jain,1.97,1.94,0.75,0.69,1.36,1,Tata Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,5.7,5.7,8.9,3.9939999999999993,0.2687510842629971,332.0,0.41824932051041186,184.0
712,Tata Balanced Advantage Fund,150,5000,0.28,"₹6,396Cr",4,Rahulsingh,4.01,3.8,8.5,0.57,1.69,4,Tata Mutual Fund,4,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,5.8,5.8,8.9,3.900499999999999,0.3015816203743982,147.0,0.43536136838682604,90.0
713,Tata Banking & Financial Services Fund,150,5000,0.59,"₹1,272Cr",7,Sonam Udasi,2.2,1.61,21.31,0.81,1.0,6,Tata Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.9,11.9,12.6,3.7664999999999997,0.2932262151912793,182.0,0.4316318331758573,107.0
714,Tata Banking & Psu Debt Fund,150,5000,0.23,₹262Cr,3,Amit Somani,1.68,4.51,2.28,1.85,0.89,2,Tata Mutual Fund,3,Debt,Banking And Psu Mutual Funds,4.0,4.0,8.9,3.982,0.2568067834310121,408.0,0.4102352395256893,232.0
715,Tata Digital India Fund,150,5000,0.31,"₹6,765Cr",7,Meeta Shetty,2.29,6.11,22.78,0.92,1.37,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16.0,-16.0,22.1,6.9255,0.37053396014159745,30.0,0.46189457037930315,35.0
716,Tata Equity P/E Fund,150,5000,0.91,"₹5,119Cr",10,Sonam Udasi,3.31,3.51,14.91,0.86,1.54,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,6.6,10.0,3.476,0.2862400246677716,226.0,0.39402911635341,360.0
717,Tata Equity Saving Fund,150,5000,0.12,₹142Cr,10,Sailesh Jain,3.37,2.17,5.15,0.81,1.54,4,Tata Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.4,3.4,7.5,3.1380000000000003,0.27264752996709685,311.0,0.4229473540951945,152.0
718,Tata Ethical Fund,150,5000,0.94,"₹1,501Cr",10,Abhinav Sharma,2.75,4.88,14.48,0.74,1.53,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,-1.6,13.1,4.404,0.30125422735658003,150.0,0.3921149726676112,376.0
719,Tata Flexi Cap Fund,150,5000,0.77,"₹2,096Cr",5,Sonam Udasi,2.58,-1.52,13.88,0.79,1.23,6,Tata Mutual Fund,2,Equity,Flexi Cap Funds,-2.5,-2.5,8.9,2.14,0.23013737748532995,579.0,0.35595268862700336,619.0
720,Tata Floating Rate Fund,150,5000,0.3,₹225Cr,2,Akhil Mittal,2.87,1.855,12.3,0.86,1.29,2,Tata Mutual Fund,4,Debt,Floater Mutual Funds,5.6,5.6,8.9,3.2259999999999995,0.2714165092213832,318.0,0.4181828833796435,185.0
721,Tata Focused Equity Fund,150,5000,0.46,"₹1,212Cr",3,Meeta Shetty,3.06,1.14,16.67,0.96,1.43,6,Tata Mutual Fund,3,Equity,Focused Funds,0.4,0.4,8.9,2.7295,0.2623017581986881,372.0,0.3959100217835658,330.0
722,Tata Gilt Securities Fund,150,5000,0.9,₹256Cr,10,Akhil Mittal,0.31,0.07,2.99,0.66,0.27,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,5.2,6.9,2.2104999999999992,0.17851222418966806,779.0,0.3240944397059777,741.0
723,Tata Hybrid Equity Fund,150,5000,1.05,"₹3,166Cr",10,Chandraprakash Padiyar,3.25,2.77,12.35,0.84,1.47,6,Tata Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,6.2,6.2,10.5,3.736,0.281227768311508,256.0,0.3837237928279701,441.0
724,Tata India Consumer Fund,150,5000,0.91,"₹1,346Cr",7,Sonam Udasi,2.78,1.38,13.88,0.73,1.31,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,2.8,10.6,3.2419999999999995,0.2660819653621693,346.0,0.37837993359813266,482.0
725,Tata India Pharma & Healthcare Fund,150,5000,1.01,₹485Cr,7,Meeta Shetty,2.41,2.68,18.72,0.86,1.0,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,-8.1,14.8,4.1465,0.27535575747473934,293.0,0.36627516814993416,566.0
726,Tata India Tax Savings Fund,500,500,0.76,"₹3,078Cr",8,Tejas Gutka,3.36,0.43,16.24,0.94,1.39,6,Tata Mutual Fund,0,Equity,Elss Mutual Funds,2.2,2.2,12.0,3.0669999999999997,0.2845469404511819,234.0,0.40088871066489085,287.0
727,Tata Infrastructure Fund,150,5000,1.42,₹950Cr,10,Abhinav Sharma,3.52,9.44,17.14,0.63,1.73,6,Tata Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,14.0,14.0,13.1,5.6545,0.3448505856736503,57.0,0.41155540285855047,222.0
728,Tata Large & Mid Cap Fund,150,5000,0.89,"₹3,680Cr",10,Chandraprakash Padiyar,3.47,2.58,16.57,0.94,1.46,6,Tata Mutual Fund,4,Equity,Large & Mid Cap Funds,8.8,8.8,14.0,4.688,0.3218151069664572,98.0,0.4283061927164279,121.0
729,Tata Large Cap Fund,150,5000,1.24,"₹1,365Cr",10,Amey Sathe,3.05,0.45,16.0,0.94,1.35,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,1.8,11.3,3.141,0.26240764724530685,370.0,0.35793685286505295,612.0
730,Tata Liquid Fund,150,5000,0.21,"₹18,212Cr",10,Amit Somani,4.25,1.42,0.38,0.8,0.93,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,5.6,5.3,2.4404999999999997,0.2362777963875713,531.0,0.3942315511584265,353.0
731,Tata Mid Cap Growth Fund,150,5000,0.98,"₹1,759Cr",10,Satish Chandra Mishra,3.3,0.16,15.94,0.87,1.61,6,Tata Mutual Fund,3,Equity,Mid Cap Mutual Funds,1.3,1.3,13.5,3.9644999999999997,0.29775585207682953,162.0,0.39797713866386875,313.0
732,Tata Money Market Fund,150,5000,0.17,"₹8,814Cr",10,Amit Somani,4.59,2.92,0.65,1.18,2.05,3,Tata Mutual Fund,5,Debt,Money Market Funds,5.7,5.7,4.8,3.083999999999999,0.2789439476980676,270.0,0.4230820465428795,151.0
733,Tata Nifty 50 Index Fund,150,5000,0.16,₹369Cr,10,Sonam Udasi,3.45,-0.56,16.49,0.98,1.31,6,Tata Mutual Fund,3,Other,Index Funds,1.0,1.0,12.0,3.318499999999999,0.2911976643636276,195.0,0.43848255736533337,78.0
734,Tata Overnight Fund,1000,5000,0.09,"₹3,236Cr",4,Amit Somani,-1.59,0.47,0.35,0.43,-0.3,1,Tata Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,5.4,8.9,3.1104999999999996,0.1855610481427777,769.0,0.37839917064035133,480.0
735,Tata Resources & Energy Fund,150,5000,0.91,₹232Cr,7,Satish Chandra Mishra,2.48,16.72,20.36,0.49,1.44,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,-3.4,15.5,7.194,0.3600527322990207,37.0,0.41831789520455775,183.0
736,Tata Retirement Savings Fund,150,5000,0.68,"₹1,557Cr",10,Murthy Nagarajan,2.23,0.12,4.71,0.72,1.12,6,Tata Mutual Fund,3,Solution Oriented,Retirement Funds,0.5,0.5,9.4,3.2125,0.24178391306455377,504.0,0.3722816984326074,529.0
737,Tata Retirement Savings Fund,150,5000,0.67,"₹1,259Cr",10,Murthy Nagarajan,2.6,0.52,11.95,0.79,1.26,6,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,-0.7,-0.7,11.3,3.3755,0.2662341738093432,344.0,0.38883883069470215,404.0
738,Tata Retirement Savings Fund,150,5000,0.97,₹166Cr,10,Murthy Nagarajan,2.45,-1.98,14.02,0.79,1.19,4,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,2.1,2.1,7.1,1.4829999999999997,0.21247558818162557,682.0,0.3385575964437072,694.0
739,Tata S&P Bse Sensex Index Fund,150,5000,0.27,₹174Cr,10,Sonam Udasi,3.2,-1.23,16.75,0.99,1.26,6,Tata Mutual Fund,4,Other,Index Funds,2.4,2.4,12.8,3.5455,0.29223197380620425,189.0,0.43725781370966454,82.0
740,Tata Short Term Bond Fund,150,5000,0.37,"₹2,271Cr",10,Murthy Nagarajan,1.88,4.74,1.87,2.16,0.99,2,Tata Mutual Fund,3,Debt,Short Duration Funds,4.7,4.7,5.8,3.116,0.2314843325546881,569.0,0.3829408988676644,448.0
741,Tata Small Cap Fund,150,5000,0.26,"₹3,300Cr",4,Chandraprakash Padiyar,3.98,11.28,17.43,0.77,2.12,6,Tata Mutual Fund,4,Equity,Small Cap Mutual Funds,17.1,17.1,8.9,5.026999999999999,0.36285510606653254,34.0,0.48612730491788314,18.0
742,Tata Treasury Advantage Fund,150,5000,0.3,"₹2,602Cr",10,Akhil Mittal,2.98,3.08,0.87,1.28,1.58,2,Tata Mutual Fund,3,Debt,Low Duration Funds,5.0,5.0,5.2,2.8195,0.2512894291327178,441.0,0.3986197698511595,308.0
743,Tata Ultra Short Term Fund,150,5000,0.25,"₹1,629Cr",4,Akhil Mittal,4.14,2.45,0.48,1.1,2.03,2,Tata Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.5,8.9,4.0745000000000005,0.30876672315560816,126.0,0.44407397505391655,67.0
744,Tata Young Citizens Fund,500,500,1.8,₹257Cr,10,Amey Sathe,2.85,1.44,15.49,0.9,1.46,6,Tata Mutual Fund,0,Solution Oriented,Childrens Funds,1.5,1.5,10.3,2.7605,0.2453436846808103,479.0,0.31223654030106274,769.0
745,Taurus Banking & Financial Services-Direct Growth,1000,5000,1.66,₹9Cr,10,Hardik Shah,2.12,-0.23,22.57,0.87,0.93,6,Taurus Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,9.0,9.0,11.9,3.0549999999999997,0.24629749265644063,476.0,0.3371824171595703,702.0
746,Taurus Discovery (Midcap) Fund,1000,5000,0.615,₹74Cr,10,Hardik Shah,2.28,-5.29,17.41,0.93,1.27,6,Taurus Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.6,3.6,10.9,1.9682500000000005,0.24750324533149123,468.0,0.3934698576888709,365.0
747,Taurus Ethical Fund,1000,5000,1.18,₹84Cr,10,Anuj Kapil,2.66,0.83,13.82,0.73,1.29,6,Taurus Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.5,-3.5,11.4,3.057499999999999,0.2528610332509253,432.0,0.3463747565847162,666.0
748,Taurus Flexi Cap Fund,1000,5000,0.615,₹233Cr,10,Ankit Tikmany,1.69,-4.83,16.22,0.91,1.02,6,Taurus Mutual Fund,1,Equity,Flexi Cap Funds,-4.1,-4.1,5.4,0.12075000000000002,0.17331767470574205,783.0,0.32543381377786673,739.0
749,Taurus Infrastructure Fund,1000,5000,2.02,₹5Cr,10,Neha Raichura,2.68,3.64,16.22,0.56,1.32,6,Taurus Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,-0.7,-0.7,8.9,3.172,0.2261148045251971,614.0,0.27862547721963055,802.0
750,Taurus Largecap Equity Fund,1000,5000,0.44,₹30Cr,10,Ankit Tikmany,1.64,-5.6,17.24,0.96,0.94,6,Taurus Mutual Fund,1,Equity,Large Cap Mutual Funds,-2.5,-2.5,7.6,0.566,0.19432347964014038,748.0,0.3555858457394607,620.0
751,Taurus Nifty 50 Index Fund,1000,5000,0.44,₹2Cr,10,Ramneek Kundra,3.29,-0.33,16.42,0.98,1.33,6,Taurus Mutual Fund,0,Other,Index Funds,1.2,1.2,12.3,2.998,0.2879390958229836,215.0,0.4211082666212925,157.0
752,Taurus Tax Shield – Direct Growth,500,500,1.73,₹59Cr,10,Ramneek Kundra,2.62,2.15,13.7,0.76,1.47,6,Taurus Mutual Fund,3,Equity,Elss Mutual Funds,6.8,6.8,10.6,3.5444999999999998,0.2601384840922986,386.0,0.3337081623788753,714.0
753,Templeton India Equity Income Fund,500,5000,1.3,"₹1,350Cr",10,Anand Radhakrishnan,3.87,13.72,13.41,0.7,2.26,6,Franklin Templeton Mutual Fund,0,Equity,Dividend Yield Funds,8.3,8.3,14.5,6.775499999999999,0.38757878164244675,20.0,0.43415517829141625,94.0
754,Templeton India Value Fund,500,5000,0.91,₹845Cr,10,Anand Radhakrishnan,3.73,10.68,18.7,0.98,1.76,6,Franklin Templeton Mutual Fund,3,Equity,Value Funds,13.1,13.1,12.3,5.5985,0.35496131203900344,43.0,0.443679320138836,70.0
755,Trustmf Banking & Psu Debt Fund,1000,1000,0.21,₹345Cr,2,Anand Nevatia,2.87,1.855,12.3,0.86,1.29,3,Trust Mutual Fund,2,Debt,Banking And Psu Mutual Funds,3.0,3.0,8.9,2.9304999999999994,0.26927148538778506,330.0,0.417794323506756,189.0
756,Trustmf Liquid Fund,1000,1000,0.1,₹205Cr,2,Anand Nevatia,2.87,1.855,12.3,0.86,1.29,2,Trust Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,5.6,8.9,2.9359999999999995,0.2762474270957793,286.0,0.4326756370028319,100.0
757,Trustmf Short Term Fund,1000,1000,0.23,₹94Cr,2,Anand Nevatia,2.87,1.855,12.3,0.86,1.29,2,Trust Mutual Fund,2,Debt,Short Duration Funds,4.2,4.2,8.9,2.9294999999999995,0.27078174908207303,321.0,0.4195344169152013,171.0
758,Union Arbitrage Fund,500,1000,0.44,₹72Cr,4,Vishal Thakker,0.98,1.51,0.73,0.79,0.63,1,Union Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.0,5.0,8.9,3.45,0.22986651671496885,582.0,0.38412712866562926,436.0
759,Union Balanced Advantage Fund,500,1000,0.94,"₹1,679Cr",5,Parijat Agrawal,4.24,1.73,9.99,0.64,1.36,3,Union Mutual Fund,3,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,3.6,3.6,10.2,3.5495,0.2763465256848364,283.0,0.3819548542491108,458.0
760,Union Corporate Bond Fund,1000,1000,0.45,₹390Cr,5,Parijat Agrawal,1.07,1.1,2.21,0.85,0.6,2,Union Mutual Fund,2,Debt,Corporate Bond Mutual Funds,3.1,3.1,8.9,3.1345,0.2244642797221318,625.0,0.37755080957870835,489.0
761,Union Dynamic Bond Fund,1000,1000,1.29,₹92Cr,10,Parijat Agrawal,0.05,-0.29,2.89,1.41,0.04,3,Union Mutual Fund,1,Debt,Dynamic Bond,2.6,2.6,6.0,1.6204999999999996,0.1444323297937733,807.0,0.276686861753007,805.0
762,Union Equity Savings Fund,500,1000,1.47,₹133Cr,5,Sanjay Bembalkar,3.0,0.32,5.85,0.91,1.17,3,Union Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,2.0,2.0,8.9,2.8564999999999996,0.2281963845162519,592.0,0.3196971709514202,751.0
763,Union Flexi Cap Fund,500,1000,1.06,"₹1,337Cr",10,Sanjay Bembalkar,3.37,1.28,16.05,0.92,1.43,6,Union Mutual Fund,4,Equity,Flexi Cap Funds,0.6,0.6,12.9,4.110499999999999,0.2875039705799175,219.0,0.38346698121574563,442.0
764,Union Focused Fund,500,1000,1.57,₹317Cr,4,Hardick Bora,3.33,1.82,15.14,0.85,1.44,6,Union Mutual Fund,4,Equity,Focused Funds,-0.1,-0.1,8.9,3.0439999999999996,0.23954799317026798,512.0,0.31600799990522105,761.0
765,Union Large & Midcap Fund,500,1000,1.2,₹396Cr,3,Sanjay Bembalkar,2.94,2.26,16.6,0.93,1.42,6,Union Mutual Fund,3,Equity,Large & Mid Cap Funds,0.7,0.7,8.9,2.9194999999999998,0.24792144741379266,466.0,0.3437744034779493,678.0
766,Union Largecap Fund,1000,1000,1.8,₹230Cr,6,Hardick Bora,3.13,-1.55,16.41,0.97,1.24,6,Union Mutual Fund,2,Equity,Large Cap Mutual Funds,0.1,0.1,9.9,2.2489999999999997,0.22256326063799015,630.0,0.2979040413161397,790.0
767,Union Liquid Fund,2000,5000,0.07,"₹1,688Cr",10,Devesh Thacker,5.48,1.4,0.38,0.76,1.0,2,Union Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,5.7,4.6,2.3995,0.2443918413823084,489.0,0.405337353044884,252.0
768,Union Long Term Equity Fund,500,500,1.62,₹573Cr,10,Sanjay Bembalkar,3.97,2.09,15.89,0.92,1.49,6,Union Mutual Fund,4,Equity,Elss Mutual Funds,2.3,2.3,12.8,4.234499999999999,0.28513601385638065,232.0,0.35114501839774703,642.0
769,Union Medium Duration Fund,500,1000,0.64,₹170Cr,3,Parijat Agrawal,2.87,1.855,12.3,0.86,1.29,3,Union Mutual Fund,2,Debt,Medium Duration Funds,2.3,2.3,8.9,2.9089999999999994,0.2577222212601589,399.0,0.38477443810062184,430.0
770,Union Money Market Fund,2000,5000,0.24,₹144Cr,2,Parijat Agrawal,2.87,1.855,12.3,0.86,1.29,2,Union Mutual Fund,3,Debt,Money Market Funds,5.4,5.4,8.9,3.0789999999999993,0.2725335586700808,313.0,0.421999148004806,154.0
771,Union Overnight Fund,2000,5000,0.08,₹158Cr,4,Devesh Thacker,-0.18,0.55,0.35,0.42,-0.04,1,Union Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,5.4,8.9,3.1794999999999995,0.2049303908537493,715.0,0.3901160126744507,397.0
772,Union Small Cap Fund,500,1000,1.35,₹710Cr,9,Hardick Bora,3.63,5.81,17.48,0.75,1.77,6,Union Mutual Fund,3,Equity,Small Cap Mutual Funds,-0.1,-0.1,12.8,4.827,0.30894944018303405,125.0,0.37395077014297473,514.0
773,Union Value Discovery Fund,500,1000,1.59,₹144Cr,4,Sanjay Bembalkar,4.01,2.11,17.21,0.99,1.43,6,Union Mutual Fund,3,Equity,Value Funds,2.9,2.9,8.9,2.8385000000000002,0.24932820798450947,457.0,0.3252177338459593,740.0
774,Uti-Arbitrage Fund,500,5000,0.34,"₹3,532Cr",10,Rajeev Gupta,1.45,1.42,0.68,0.5,1.11,1,Uti Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.4,5.4,5.5,2.5300000000000002,0.2217349483807292,635.0,0.3797268892787264,470.0
775,Uti-Banking & Psu Debt Fund,500,500,0.24,₹524Cr,9,Anurag Mittal,3.32,1.2,3.44,-1.51,0.94,3,Uti Mutual Fund,1,Debt,Banking And Psu Mutual Funds,11.0,11.0,5.6,2.1494999999999993,0.24341780868034957,495.0,0.40222456177346966,274.0
776,Uti-Banking And Financial Services Fund,500,5000,1.39,₹824Cr,10,Amit Premchandani,2.17,1.05,24.46,0.94,0.98,6,Uti Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,8.2,8.2,6.7,1.2264999999999995,0.21058319567247316,688.0,0.31952285105264044,752.0
777,Uti-Bond Fund,500,500,1.29,₹285Cr,10,Amandeep Chopra,3.55,5.68,6.12,0.72,0.96,3,Uti Mutual Fund,5,Debt,Medium To Long Duration Funds,12.0,12.0,4.4,2.9915,0.22458199671795603,623.0,0.32977671246094703,725.0
778,Uti-Ccf Investment Plan – Direct Growth,500,1000,1.52,₹685Cr,10,Vetri Subramaniam,3.0,-0.7,16.2,0.94,0.95,6,Uti Mutual Fund,0,Solution Oriented,Childrens Funds,-3.3,-3.3,10.1,2.1469999999999994,0.21776126213439853,652.0,0.30449378818881256,779.0
779,Uti-Core Equity Fund,500,5000,1.68,"₹1,506Cr",10,V Srivatsa,3.56,4.97,17.02,0.96,1.58,6,Uti Mutual Fund,2,Equity,Large & Mid Cap Funds,4.1,4.1,10.2,3.6869999999999994,0.27370542892295574,304.0,0.3367782663900826,703.0
780,Uti-Corporate Bond Fund,500,500,0.23,"₹3,092Cr",5,Anurag Mittal,1.7,1.63,2.06,0.74,0.89,2,Uti Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.2,4.2,8.9,3.4724999999999997,0.2481276182811826,462.0,0.405800204953628,249.0
781,Uti-Credit Risk Fund,500,500,0.81,₹438Cr,10,Ritesh Nambiar,0.68,0.94,10.47,-2.54,0.41,4,Uti Mutual Fund,4,Debt,Credit Risk Funds,5.0,5.0,-0.9,0.16299999999999992,0.1238526797623637,812.0,0.2742349436621271,806.0
782,Uti-Dividend Yield Fund,500,5000,1.45,"₹2,786Cr",10,Swati Kulkarni,2.93,1.9,14.96,0.82,1.41,6,Uti Mutual Fund,0,Equity,Dividend Yield Funds,-1.5,-1.5,11.3,3.1905000000000006,0.2586085419906081,397.0,0.3365374595684266,705.0
783,Uti-Dynamic Bond Fund,500,500,0.81,₹469Cr,10,Sudhir Agrawal,4.4,6.35,6.76,0.56,0.96,3,Uti Mutual Fund,3,Debt,Dynamic Bond,12.5,12.5,6.3,3.3954999999999993,0.26302358431178724,366.0,0.38338179221849705,445.0
784,Uti-Equity Savings Fund,0,5000,0.68,₹257Cr,5,V Srivatsa,4.06,3.98,5.99,0.91,1.75,3,Uti Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,6.1,6.1,8.9,4.037,0.29504930252553707,174.0,0.4094079575614881,236.0
785,Uti-Flexi Cap Fund,500,5000,0.9,"₹23,944Cr",10,Ajay Tyagi,2.36,-2.88,17.47,0.97,1.14,6,Uti Mutual Fund,4,Equity,Flexi Cap Funds,-9.0,-9.0,12.2,2.945,0.23650877322671188,529.0,0.3491583266902761,651.0
786,Uti-Floater Fund,500,500,0.35,"₹1,637Cr",4,Sudhir Agrawal,3.07,3.41,1.05,1.41,1.45,2,Uti Mutual Fund,3,Debt,Floater Mutual Funds,5.1,5.1,8.9,3.9514999999999993,0.28130988601940016,255.0,0.42026785886181584,166.0
787,Uti-Gilt Fund,500,500,0.67,₹517Cr,10,Sudhir Agrawal,0.55,0.47,2.8,0.55,0.38,3,Uti Mutual Fund,3,Debt,Gilt Mutual Funds,5.0,5.0,7.3,2.6089999999999995,0.19449948487175306,746.0,0.3468763295948598,662.0
788,Uti-Healthcare Fund,500,5000,1.47,₹655Cr,10,V Srivatsa,1.99,1.12,20.55,0.94,0.91,6,Uti Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-9.0,-9.0,12.0,2.8579999999999988,0.22519823421150717,618.0,0.3046849913249019,777.0
789,Uti-Hybrid Equity Fund,500,1000,1.34,"₹4,286Cr",10,V Srivatsa,3.63,5.77,12.55,0.84,1.69,6,Uti Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,5.3,5.3,9.8,4.1455,0.28765502511538366,217.0,0.3652777392053166,576.0
790,Uti-India Consumer Fund,500,5000,1.8,₹436Cr,10,Vishal Chopda,2.29,-1.44,13.74,0.71,1.09,6,Uti Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,-0.5,-0.5,8.4,1.7875000000000003,0.19754355034300217,738.0,0.2787218228067366,801.0
791,Uti-Infrastructure Fund,500,5000,1.92,"₹1,445Cr",10,Sachin Trivedi,2.9,3.52,17.99,0.67,1.38,6,Uti Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,12.9,12.9,9.4,3.0709999999999997,0.25871732190651664,396.0,0.32783043878045687,732.0
792,Uti-Liquid – Cash Plan – Direct Growth,0,500,0.14,"₹31,463Cr",10,Amandeep Chopra,4.83,1.41,0.38,0.77,0.98,2,Uti Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,5.7,5.3,2.6034999999999995,0.24391078344010741,491.0,0.40269161167250056,268.0
793,Uti-Long Term Equity Fund,500,500,0.95,"₹2,797Cr",10,Vetri Subramaniam,2.98,-0.52,16.16,0.92,1.31,6,Uti Mutual Fund,3,Equity,Elss Mutual Funds,-2.9,-2.9,10.9,2.9765000000000006,0.2525146265922718,435.0,0.36114209711210776,596.0
794,Uti-Mastershare – Direct Growth,500,100,0.97,"₹10,312Cr",10,Karthikraj Lakshmanan,3.28,-0.57,15.87,0.93,1.29,6,Uti Mutual Fund,4,Equity,Large Cap Mutual Funds,-2.0,-2.0,11.5,3.3055000000000003,0.26022371459984983,385.0,0.36701749119661925,562.0
795,Uti-Medium Term Fund,500,500,1.0,₹54Cr,8,Sunil Patil,0.47,0.85,3.04,0.8,0.35,3,Uti Mutual Fund,2,Debt,Medium Duration Funds,3.7,3.7,4.6,1.678,0.15911744127870686,797.0,0.2995611932707034,786.0
796,Uti-Mid Cap Fund,500,5000,0.99,"₹7,077Cr",10,Ankit Agarwal,3.49,1.03,16.43,0.89,1.65,6,Uti Mutual Fund,3,Equity,Mid Cap Mutual Funds,0.4,0.4,11.4,3.4904999999999995,0.2826834212344542,244.0,0.3821582675765084,455.0
797,Uti-Mnc Fund,500,5000,1.24,"₹2,366Cr",10,Swati Kulkarni,2.91,-0.64,12.33,0.62,1.14,6,Uti Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.3,3.3,7.9,1.7604999999999997,0.22193177717428658,633.0,0.3299165047396611,724.0
798,Uti-Money Market Fund,500,500,0.2,"₹7,897Cr",10,Amit Sharma,5.01,2.75,0.59,1.18,1.98,3,Uti Mutual Fund,4,Debt,Money Market Funds,5.6,5.6,6.2,3.3075,0.29075514651705364,200.0,0.43054093533964016,108.0
